Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Make appointment,Chrome 127.0.0.0,,,26-07-2024 11:36:00,26-07-2024 11:37:38,1m - 38.815s,PASSED
,,,,,,,
Test Cases/Healthcare/Appointment/TC13_Make_apointment_Tokyo,Chrome 127.0.0.0,,,26-07-2024 11:36:00,26-07-2024 11:36:19,19.221s,PASSED
store.Authentication.HC_Login_Make_Appointment.Login_Appointment(),Chrome 127.0.0.0,,,26-07-2024 11:36:01,26-07-2024 11:36:12,11.320s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Appointment/Facility_dropdownlist""))",Chrome 127.0.0.0,,,26-07-2024 11:36:12,26-07-2024 11:36:13,0.471s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Appointment/Facility_Tokyo_option""))",Chrome 127.0.0.0,,,26-07-2024 11:36:13,26-07-2024 11:36:13,0.362s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Appointment/VisitDate_Calendar_icon""))",Chrome 127.0.0.0,,,26-07-2024 11:36:13,26-07-2024 11:36:14,0.953s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Appointment/VisitDate_Calendar_Date_option""))",Chrome 127.0.0.0,,,26-07-2024 11:36:14,26-07-2024 11:36:16,1.571s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Appointment/Book_appointment_button""))",Chrome 127.0.0.0,,,26-07-2024 11:36:16,26-07-2024 11:36:17,1.264s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Summary/Appointment_Confirmation_label""), 3)",Chrome 127.0.0.0,,,26-07-2024 11:36:17,26-07-2024 11:36:17,0.653s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Summary/Facility_Tokyo_label""), 3)",Chrome 127.0.0.0,,,26-07-2024 11:36:17,26-07-2024 11:36:18,0.433s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,26-07-2024 11:36:18,26-07-2024 11:36:19,1.199s,PASSED
,,,,,,,
