Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Logout,Chrome 126.0.0.0,,,18-07-2024 21:20:42,18-07-2024 21:21:10,28.252s,PASSED
,,,,,,,
Test Cases/Healthcare/Log out/TC09_Logout_via_Burger_menu,Chrome 126.0.0.0,,,18-07-2024 21:20:42,18-07-2024 21:20:59,16.785s,PASSED
store.Authentication.HC_Login_Burger_menu.Login_via_Burger_menu(),Chrome 126.0.0.0,,,18-07-2024 21:20:42,18-07-2024 21:20:57,14.547s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Burger menu/a_Burger_menu""))",Chrome 126.0.0.0,,,18-07-2024 21:20:57,18-07-2024 21:20:57,0.286s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Burger menu/Slidebar_opened""), 3)",Chrome 126.0.0.0,,,18-07-2024 21:20:57,18-07-2024 21:20:57,0.264s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Burger menu/a_Logout""))",Chrome 126.0.0.0,,,18-07-2024 21:20:57,18-07-2024 21:20:58,0.906s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Dashboard/Dashboard_page""), 3)",Chrome 126.0.0.0,,,18-07-2024 21:20:58,18-07-2024 21:20:59,0.269s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,18-07-2024 21:20:59,18-07-2024 21:20:59,0.240s,PASSED
,,,,,,,
Test Cases/Healthcare/Log out/TC10_Logout_via_Profile_page,Chrome 126.0.0.0,,,18-07-2024 21:20:59,18-07-2024 21:21:10,11.289s,PASSED
store.Function.Access_HC_Profile.Access_Profile(),Chrome 126.0.0.0,,,18-07-2024 21:20:59,18-07-2024 21:21:09,9.810s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Profile/Logout_btn""))",Chrome 126.0.0.0,,,18-07-2024 21:21:09,18-07-2024 21:21:10,0.931s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Dashboard/Dashboard_page""), 3)",Chrome 126.0.0.0,,,18-07-2024 21:21:10,18-07-2024 21:21:10,0.272s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,18-07-2024 21:21:10,18-07-2024 21:21:10,0.184s,PASSED
